,sentiment,time,,,
2174,positive,2017-08-17 15:07:26+00:00,,,
2175,neutral,2017-08-17 09:29:37+00:00,,,
2176,negative,2017-08-17 09:29:37+00:00,,,
2177,positive,2017-08-17 09:29:37+00:00,,,
2178,neutral,2017-08-17 07:40:24+00:00,,,
2179,neutral,2017-08-17 07:18:54+00:00,,,
2180,positive,2017-08-17 07:05:53+00:00,,,
2181,neutral,2017-08-17 05:47:18+00:00,,,
2182,negative,2017-08-17 04:09:08+00:00,,,
2183,negative,2017-08-17 00:10:51+00:00,,,
2184,neutral,2017-08-16 20:39:59+00:00,,,
2185,positive,2017-08-16 19:02:02+00:00,,,
2186,positive,2017-08-16 18:25:58+00:00,,,
2187,positive,2017-08-16 18:06:04+00:00,,,
2188,positive,2017-08-16 17:07:23+00:00,,,
2189,neutral,2017-08-16 16:47:56+00:00,,,
2190,positive,2017-08-16 16:12:41+00:00,,,
2191,positive,2017-08-16 16:04:34+00:00,,,
2192,positive,2017-08-16 16:01:53+00:00,,,
2193,positive,2017-08-16 15:27:40+00:00,,,
2194,neutral,2017-08-16 14:38:32+00:00,,,
2195,positive,2017-08-16 14:26:13+00:00,,,
2196,neutral,2017-08-16 09:52:41+00:00,,,
2197,positive,2017-08-16 09:25:06+00:00,,,
2198,positive,2017-08-16 07:22:59+00:00,,,
2199,positive,2017-08-16 07:05:50+00:00,,,
2200,negative,2017-08-16 06:08:35+00:00,,,
2201,neutral,2017-08-16 03:42:05+00:00,,,
2202,neutral,2017-08-16 02:50:42+00:00,,,
2203,positive,2017-08-16 02:50:42+00:00,,,
2204,positive,2017-08-16 00:12:19+00:00,,,
2205,positive,2017-08-15 22:22:30+00:00,,,
2206,positive,2017-08-15 20:15:41+00:00,,,
2207,neutral,2017-08-15 19:51:34+00:00,,,
2208,neutral,2017-08-15 19:38:03+00:00,,,
2209,positive,2017-08-15 19:38:03+00:00,,,
2210,positive,2017-08-15 19:23:34+00:00,,,
2211,positive,2017-08-15 19:04:27+00:00,,,
2212,positive,2017-08-15 17:16:36+00:00,,,
2213,positive,2017-08-15 16:45:39+00:00,,,
2214,positive,2017-08-15 16:22:05+00:00,,,
2215,positive,2017-08-15 16:21:57+00:00,,,
2216,positive,2017-08-15 16:06:32+00:00,,,
2217,positive,2017-08-15 15:45:52+00:00,,,
2218,neutral,2017-08-15 15:22:17+00:00,,,
2219,positive,2017-08-15 12:33:33+00:00,,,
2220,positive,2017-08-15 09:33:51+00:00,,,
2221,positive,2017-08-15 06:27:45+00:00,,,
2222,positive,2017-08-15 04:40:13+00:00,,,
2223,positive,2017-08-15 03:22:06+00:00,,,
2224,positive,2017-08-15 02:29:29+00:00,,,
2225,positive,2017-08-14 21:38:42+00:00,,,
2226,positive,2017-08-14 21:33:09+00:00,,,
2227,negative,2017-08-14 21:30:44+00:00,,,
2228,positive,2017-08-14 21:06:03+00:00,,,
2229,neutral,2017-08-14 20:24:50+00:00,,,
2230,positive,2017-08-14 19:00:11+00:00,,,
2231,positive,2017-08-14 18:55:42+00:00,,,
2232,positive,2017-08-14 17:01:56+00:00,,,
2233,positive,2017-08-14 16:53:19+00:00,,,
2234,positive,2017-08-14 15:51:53+00:00,,,
2235,positive,2017-08-14 15:50:45+00:00,,,
2236,positive,2017-08-14 15:25:58+00:00,,,
2237,positive,2017-08-14 11:20:20+00:00,,,
2238,positive,2017-08-14 11:20:20+00:00,,,
2239,positive,2017-08-14 06:44:13+00:00,,,
2240,positive,2017-08-14 03:37:47+00:00,,,
2241,positive,2017-08-14 02:28:13+00:00,,,
2242,positive,2017-08-13 20:46:20+00:00,,,
2243,positive,2017-08-13 19:18:10+00:00,,,
2244,neutral,2017-08-13 16:05:45+00:00,,,
2245,positive,2017-08-13 11:06:37+00:00,,,
2246,positive,2017-08-13 08:28:24+00:00,,,
2247,positive,2017-08-13 04:22:12+00:00,,,
2248,positive,2017-08-13 03:03:13+00:00,,,
2249,negative,2017-08-12 20:42:08+00:00,,,
2250,positive,2017-08-12 18:22:44+00:00,,,
2251,positive,2017-08-12 17:25:54+00:00,,,
2252,neutral,2017-08-12 08:41:50+00:00,,,
2253,positive,2017-08-12 08:22:58+00:00,,,
2254,positive,2017-08-12 07:09:11+00:00,,,
2255,positive,2017-08-12 05:11:37+00:00,,,
2256,neutral,2017-08-12 03:50:55+00:00,,,
2257,positive,2017-08-11 21:32:43+00:00,,,
2258,neutral,2017-08-11 19:22:07+00:00,,,
2259,positive,2017-08-11 19:04:34+00:00,,,
2260,positive,2017-08-11 18:42:35+00:00,,,
2261,neutral,2017-08-11 18:42:07+00:00,,,
2262,positive,2017-08-11 18:14:40+00:00,,,
2263,positive,2017-08-11 17:09:05+00:00,,,
2264,positive,2017-08-11 16:57:45+00:00,,,
2265,positive,2017-08-11 16:04:05+00:00,,,
2266,positive,2017-08-11 16:03:05+00:00,,,
2267,positive,2017-08-11 15:38:19+00:00,,,
2268,positive,2017-08-11 15:30:05+00:00,,,
2269,negative,2017-08-11 15:22:26+00:00,,,
2270,positive,2017-08-11 14:59:50+00:00,,,
2271,positive,2017-08-11 14:59:50+00:00,,,
2272,positive,2017-08-11 14:59:46+00:00,,,
2273,negative,2017-08-11 14:50:42+00:00,,,
2274,positive,2017-08-11 14:48:18+00:00,,,
2275,positive,2017-08-11 14:15:48+00:00,,,
2276,positive,2017-08-11 14:02:40+00:00,,,
2277,positive,2017-08-11 14:00:07+00:00,,,
2278,positive,2017-08-11 13:40:07+00:00,,,
2279,positive,2017-08-11 13:29:10+00:00,,,
2280,positive,2017-08-11 13:10:03+00:00,,,
2281,neutral,2017-08-11 06:36:28+00:00,,,
2282,positive,2017-08-11 03:27:19+00:00,,,
2283,neutral,2017-08-11 01:15:52+00:00,,,
2284,negative,2017-08-11 01:01:02+00:00,,,
2285,positive,2017-08-10 22:23:56+00:00,,,
2286,positive,2017-08-10 21:29:23+00:00,,,
2287,positive,2017-08-10 21:24:13+00:00,,,
2288,positive,2017-08-10 21:12:44+00:00,,,
2289,positive,2017-08-10 20:51:37+00:00,,,
2290,positive,2017-08-10 20:42:03+00:00,,,
2291,positive,2017-08-10 20:18:12+00:00,,,
2292,positive,2017-08-10 20:16:13+00:00,,,
2293,negative,2017-08-10 19:48:38+00:00,,,
2294,positive,2017-08-10 19:22:40+00:00,,,
2295,neutral,2017-08-10 18:17:28+00:00,,,
2296,neutral,2017-08-10 17:50:38+00:00,,,
2297,negative,2017-08-10 17:21:50+00:00,,,
2298,neutral,2017-08-10 16:57:27+00:00,,,
2299,positive,2017-08-10 16:16:55+00:00,,,
2300,negative,2017-08-10 16:09:20+00:00,,,
2301,positive,2017-08-10 16:00:08+00:00,,,
2302,positive,2017-08-10 14:11:45+00:00,,,
2303,positive,2017-08-10 11:56:34+00:00,,,
2304,positive,2017-08-10 10:03:52+00:00,,,
2305,positive,2017-08-10 03:23:55+00:00,,,
2306,neutral,2017-08-10 01:05:42+00:00,,,
2307,negative,2017-08-09 21:28:12+00:00,,,
2308,positive,2017-08-09 20:23:35+00:00,,,
2309,positive,2017-08-09 19:44:41+00:00,,,
2310,positive,2017-08-09 17:22:09+00:00,,,
2311,neutral,2017-08-09 16:52:00+00:00,,,
2312,positive,2017-08-09 11:27:57+00:00,,,
2313,positive,2017-08-09 11:24:28+00:00,,,
2314,positive,2017-08-09 07:38:08+00:00,,,
2315,neutral,2017-08-09 04:44:20+00:00,,,
2316,positive,2017-08-09 02:48:15+00:00,,,
2317,neutral,2017-08-09 02:00:54+00:00,,,
2318,positive,2017-08-09 01:41:59+00:00,,,
2319,negative,2017-08-09 01:00:58+00:00,,,
2320,positive,2017-08-08 22:31:53+00:00,,,
2321,positive,2017-08-08 21:45:14+00:00,,,
2322,positive,2017-08-08 19:34:24+00:00,,,
2323,positive,2017-08-08 19:11:30+00:00,,,
2324,positive,2017-08-08 16:38:21+00:00,,,
2325,positive,2017-08-08 15:38:17+00:00,,,
2326,positive,2017-08-08 15:26:42+00:00,,,
2327,positive,2017-08-08 14:30:38+00:00,,,
2328,negative,2017-08-08 06:27:21+00:00,,,
2329,negative,2017-08-08 03:33:45+00:00,,,
2330,positive,2017-08-08 03:26:05+00:00,,,
2331,positive,2017-08-08 02:37:38+00:00,,,
2332,positive,2017-08-08 01:22:50+00:00,,,
2333,neutral,2017-08-08 01:01:40+00:00,,,
2334,negative,2017-08-07 20:30:58+00:00,,,
2335,positive,2017-08-07 20:00:02+00:00,,,
2336,positive,2017-08-07 19:56:54+00:00,,,
2337,positive,2017-08-07 19:53:15+00:00,,,
2338,positive,2017-08-07 19:38:49+00:00,,,
2339,positive,2017-08-07 17:54:39+00:00,,,
2340,positive,2017-08-07 17:21:10+00:00,,,
2341,positive,2017-08-07 16:57:25+00:00,,,
2342,positive,2017-08-07 16:39:41+00:00,,,
2343,neutral,2017-08-07 15:57:55+00:00,,,
2344,neutral,2017-08-07 13:11:49+00:00,,,
2345,positive,2017-08-07 13:11:12+00:00,,,
2346,positive,2017-08-07 11:14:25+00:00,,,
2347,negative,2017-08-07 11:00:14+00:00,,,
2348,positive,2017-08-07 09:42:09+00:00,,,
2349,neutral,2017-08-07 03:38:57+00:00,,,
2350,positive,2017-08-06 22:02:03+00:00,,,
2351,positive,2017-08-06 17:26:07+00:00,,,
2352,positive,2017-08-06 15:35:03+00:00,,,
2353,positive,2017-08-06 14:02:43+00:00,,,
2354,negative,2017-08-06 13:32:03+00:00,,,
2355,positive,2017-08-06 12:30:59+00:00,,,
2356,negative,2017-08-06 11:26:44+00:00,,,
2357,negative,2017-08-06 04:09:52+00:00,,,
2358,positive,2017-08-06 01:16:58+00:00,,,
2359,positive,2017-08-06 00:59:27+00:00,,,
2360,positive,2017-08-06 00:09:23+00:00,,,
2361,positive,2017-08-06 00:00:20+00:00,,,
2362,neutral,2017-08-05 18:19:23+00:00,,,
2363,negative,2017-08-05 18:13:27+00:00,,,
2364,positive,2017-08-05 17:09:50+00:00,,,
2365,positive,2017-08-05 08:56:42+00:00,,,
2366,neutral,2017-08-05 04:24:00+00:00,,,
2367,neutral,2017-08-05 04:07:56+00:00,,,
2368,positive,2017-08-05 02:47:23+00:00,,,
2369,positive,2017-08-05 02:45:52+00:00,,,
2370,negative,2017-08-04 23:48:12+00:00,,,
2371,positive,2017-08-04 20:43:55+00:00,,,
2372,positive,2017-08-04 20:05:31+00:00,,,
2373,neutral,2017-08-04 19:42:07+00:00,,,
2374,neutral,2017-08-04 18:09:55+00:00,,,
2375,neutral,2017-08-04 17:22:05+00:00,,,
2376,neutral,2017-08-04 10:12:19+00:00,,,
2377,positive,2017-08-04 07:04:31+00:00,,,
2378,neutral,2017-08-04 04:20:20+00:00,,,
2379,positive,2017-08-04 01:27:55+00:00,,,
2380,positive,2017-08-04 01:23:43+00:00,,,
2381,positive,2017-08-03 22:32:42+00:00,,,
2382,positive,2017-08-03 21:44:39+00:00,,,
2383,positive,2017-08-03 21:12:45+00:00,,,
2384,positive,2017-08-03 21:04:26+00:00,,,
2385,positive,2017-08-03 18:31:14+00:00,,,
2386,positive,2017-08-03 18:24:42+00:00,,,
2387,positive,2017-08-03 17:40:55+00:00,,,
2388,positive,2017-08-03 17:33:39+00:00,,,
2389,positive,2017-08-03 17:22:45+00:00,,,
2390,positive,2017-08-03 16:43:51+00:00,,,
2391,positive,2017-08-03 14:47:59+00:00,,,
2392,positive,2017-08-03 13:24:44+00:00,,,
2393,negative,2017-08-03 12:16:41+00:00,,,
2394,neutral,2017-08-03 00:52:51+00:00,,,
2395,positive,2017-08-02 21:57:02+00:00,,,
2396,neutral,2017-08-02 21:33:06+00:00,,,
2397,neutral,2017-08-02 21:31:34+00:00,,,
2398,positive,2017-08-02 20:45:45+00:00,,,
2399,positive,2017-08-02 19:39:41+00:00,,,
2400,positive,2017-08-02 17:42:40+00:00,,,
2401,positive,2017-08-02 16:45:14+00:00,,,
2402,positive,2017-08-02 16:07:05+00:00,,,
2403,positive,2017-08-02 16:01:43+00:00,,,
2404,neutral,2017-08-02 15:22:17+00:00,,,
2405,negative,2017-08-02 15:03:56+00:00,,,
2406,positive,2017-08-02 13:24:33+00:00,,,
2407,neutral,2017-08-02 13:20:13+00:00,,,
2408,positive,2017-08-02 12:44:42+00:00,,,
2409,positive,2017-08-02 12:29:46+00:00,,,
2410,positive,2017-08-02 11:42:13+00:00,,,
2411,neutral,2017-08-02 10:19:54+00:00,,,
2412,neutral,2017-08-02 04:01:58+00:00,,,
2413,positive,2017-08-02 02:23:33+00:00,,,
2414,positive,2017-08-02 02:07:31+00:00,,,
2415,positive,2017-08-02 00:10:12+00:00,,,
2416,positive,2017-08-01 21:54:53+00:00,,,
2417,positive,2017-08-01 21:30:15+00:00,,,
2418,positive,2017-08-01 21:26:05+00:00,,,
2419,positive,2017-08-01 19:56:20+00:00,,,
2420,positive,2017-08-01 19:04:48+00:00,,,
2421,positive,2017-08-01 18:17:30+00:00,,,
2422,positive,2017-08-01 17:03:46+00:00,,,
2423,negative,2017-08-01 15:46:49+00:00,,,
2424,positive,2017-08-01 15:42:17+00:00,,,
2425,positive,2017-08-01 15:30:46+00:00,,,
2426,positive,2017-08-01 14:44:36+00:00,,,
2427,positive,2017-08-01 14:15:55+00:00,,,
2428,positive,2017-08-01 13:54:45+00:00,,,
2429,positive,2017-08-01 12:50:13+00:00,,,
2430,positive,2017-08-01 12:05:59+00:00,,,
2431,negative,2017-08-01 11:12:10+00:00,,,
2432,positive,2017-08-01 11:02:26+00:00,,,
2433,positive,2017-08-01 11:02:25+00:00,,,
2434,negative,2017-08-01 11:01:27+00:00,,,
2435,positive,2017-08-01 08:02:05+00:00,,,
2436,positive,2017-08-01 02:40:49+00:00,,,
2437,negative,2017-07-31 23:21:51+00:00,,,
2438,negative,2017-07-31 22:58:17+00:00,,,
2439,positive,2017-07-31 22:01:52+00:00,,,
2440,neutral,2017-07-31 21:12:00+00:00,,,
2441,negative,2017-07-31 20:41:12+00:00,,,
2442,positive,2017-07-31 20:39:01+00:00,,,
2443,positive,2017-07-31 19:47:05+00:00,,,
2444,positive,2017-07-31 17:46:55+00:00,,,
2445,positive,2017-07-31 17:00:21+00:00,,,
2446,positive,2017-07-31 16:06:38+00:00,,,
2447,positive,2017-07-31 15:36:18+00:00,,,
2448,positive,2017-07-31 15:22:18+00:00,,,
2449,positive,2017-07-31 15:03:14+00:00,,,
2450,positive,2017-07-31 14:24:28+00:00,,,
2451,positive,2017-07-31 13:05:36+00:00,,,
2452,positive,2017-07-31 11:35:03+00:00,,,
2453,positive,2017-07-31 06:58:25+00:00,,,
2454,negative,2017-07-31 04:07:31+00:00,,,
2455,positive,2017-07-30 22:59:44+00:00,,,
2456,neutral,2017-07-30 20:06:13+00:00,,,
2457,negative,2017-07-30 09:41:38+00:00,,,
2458,positive,2017-07-30 05:22:06+00:00,,,
2459,negative,2017-07-30 00:11:43+00:00,,,
2460,positive,2017-07-29 22:20:39+00:00,,,
2461,positive,2017-07-29 20:14:34+00:00,,,
2462,positive,2017-07-29 20:00:31+00:00,,,
2463,positive,2017-07-29 19:56:51+00:00,,,
2464,positive,2017-07-29 17:26:08+00:00,,,
2465,positive,2017-07-29 17:12:25+00:00,,,
2466,neutral,2017-07-29 11:25:20+00:00,,,
2467,positive,2017-07-29 11:18:04+00:00,,,
2468,neutral,2017-07-29 10:42:14+00:00,,,
2469,positive,2017-07-29 01:09:57+00:00,,,
2470,positive,2017-07-29 00:16:08+00:00,,,
2471,positive,2017-07-28 22:58:07+00:00,,,
2472,positive,2017-07-28 22:14:28+00:00,,,
2473,positive,2017-07-28 20:18:49+00:00,,,
2474,negative,2017-07-28 19:59:10+00:00,,,
2475,positive,2017-07-28 19:33:53+00:00,,,
2476,negative,2017-07-28 15:48:55+00:00,,,
2477,positive,2017-07-28 15:03:25+00:00,,,
2478,positive,2017-07-28 14:13:24+00:00,,,
2479,neutral,2017-07-28 13:05:14+00:00,,,
2480,negative,2017-07-28 08:12:50+00:00,,,
2481,negative,2017-07-28 07:51:28+00:00,,,
2482,positive,2017-07-28 02:59:30+00:00,,,
2483,positive,2017-07-28 02:02:14+00:00,,,
2484,positive,2017-07-27 23:04:28+00:00,,,
2485,positive,2017-07-27 22:35:27+00:00,,,
2486,positive,2017-07-27 22:08:32+00:00,,,
2487,positive,2017-07-27 21:02:06+00:00,,,
2488,neutral,2017-07-27 20:03:00+00:00,,,
2489,positive,2017-07-27 19:46:02+00:00,,,
2490,positive,2017-07-27 19:31:36+00:00,,,
2491,positive,2017-07-27 18:16:27+00:00,,,
2492,negative,2017-07-27 18:16:06+00:00,,,
2493,negative,2017-07-27 18:05:24+00:00,,,
2494,positive,2017-07-27 17:46:18+00:00,,,
2495,neutral,2017-07-27 15:11:50+00:00,,,
2496,positive,2017-07-27 15:06:16+00:00,,,
2497,negative,2017-07-27 14:55:52+00:00,,,
2498,positive,2017-07-27 14:00:18+00:00,,,
2499,positive,2017-07-27 11:00:52+00:00,,,
2500,positive,2017-07-27 09:46:06+00:00,,,
2501,negative,2017-07-27 08:51:30+00:00,,,
2502,negative,2017-07-27 08:46:13+00:00,,,
2503,positive,2017-07-27 07:07:14+00:00,,,
2504,positive,2017-07-27 04:41:46+00:00,,,
2505,positive,2017-07-27 04:40:03+00:00,,,
2506,negative,2017-07-27 02:45:51+00:00,,,
2507,positive,2017-07-27 01:11:34+00:00,,,
2508,positive,2017-07-27 00:18:31+00:00,,,
2509,positive,2017-07-27 00:11:14+00:00,,,
2510,positive,2017-07-26 23:59:28+00:00,,,
2511,positive,2017-07-26 23:46:37+00:00,,,
2512,positive,2017-07-26 23:19:10+00:00,,,
2513,positive,2017-07-26 22:27:48+00:00,,,
2514,positive,2017-07-26 21:50:36+00:00,,,
2515,positive,2017-07-26 21:46:40+00:00,,,
2516,positive,2017-07-26 20:54:36+00:00,,,
2517,neutral,2017-07-26 20:51:59+00:00,,,
2518,neutral,2017-07-26 20:02:10+00:00,,,
2519,positive,2017-07-26 19:54:16+00:00,,,
2520,positive,2017-07-26 19:30:40+00:00,,,
2521,neutral,2017-07-26 19:01:17+00:00,,,
2522,positive,2017-07-26 18:39:59+00:00,,,
2523,positive,2017-07-26 18:37:28+00:00,,,
2524,negative,2017-07-26 17:49:41+00:00,,,
2525,positive,2017-07-26 17:44:38+00:00,,,
2526,positive,2017-07-26 17:44:17+00:00,,,
2527,positive,2017-07-26 16:45:53+00:00,,,
2528,neutral,2017-07-26 16:40:39+00:00,,,
2529,negative,2017-07-26 16:29:48+00:00,,,
2530,neutral,2017-07-26 15:26:12+00:00,,,
2531,neutral,2017-07-26 15:00:06+00:00,,,
2532,positive,2017-07-26 14:17:44+00:00,,,
2533,positive,2017-07-26 13:25:02+00:00,,,
2534,positive,2017-07-26 13:25:01+00:00,,,
2535,negative,2017-07-26 13:13:03+00:00,,,
2536,positive,2017-07-26 12:59:53+00:00,,,
2537,positive,2017-07-26 11:04:51+00:00,,,
2538,positive,2017-07-26 10:36:47+00:00,,,
2539,positive,2017-07-26 09:45:32+00:00,,,
2540,positive,2017-07-26 08:43:38+00:00,,,
2541,neutral,2017-07-26 07:13:03+00:00,,,
2542,positive,2017-07-26 04:42:52+00:00,,,
2543,neutral,2017-07-26 02:58:02+00:00,,,
2544,neutral,2017-07-26 01:30:19+00:00,,,
2545,negative,2017-07-25 23:54:48+00:00,,,
2546,negative,2017-07-25 23:53:09+00:00,,,
2547,positive,2017-07-25 23:02:35+00:00,,,
2548,negative,2017-07-25 22:36:04+00:00,,,
2549,neutral,2017-07-25 22:23:31+00:00,,,
2550,positive,2017-07-25 21:37:28+00:00,,,
2551,positive,2017-07-25 21:30:08+00:00,,,
2552,positive,2017-07-25 21:16:47+00:00,,,
2553,negative,2017-07-25 20:22:13+00:00,,,
2554,positive,2017-07-25 19:18:47+00:00,,,
2555,positive,2017-07-25 18:30:06+00:00,,,
2556,positive,2017-07-25 18:21:23+00:00,,,
2557,positive,2017-07-25 18:15:35+00:00,,,
2558,positive,2017-07-25 17:53:57+00:00,,,
2559,positive,2017-07-25 17:02:30+00:00,,,
2560,positive,2017-07-25 13:42:15+00:00,,,
2561,positive,2017-07-25 13:41:48+00:00,,,
2562,negative,2017-07-25 10:36:53+00:00,,,
2563,positive,2017-07-25 09:38:07+00:00,,,
2564,positive,2017-07-25 07:45:43+00:00,,,
2565,neutral,2017-07-25 04:26:05+00:00,,,
2566,positive,2017-07-25 02:33:58+00:00,,,
2567,positive,2017-07-25 02:22:10+00:00,,,
2568,positive,2017-07-25 01:22:09+00:00,,,
2569,neutral,2017-07-24 23:17:38+00:00,,,
2570,positive,2017-07-24 23:09:40+00:00,,,
2571,positive,2017-07-24 22:45:54+00:00,,,
2572,positive,2017-07-24 21:43:37+00:00,,,
2573,neutral,2017-07-24 20:01:27+00:00,,,
2574,negative,2017-07-24 19:09:44+00:00,,,
2575,positive,2017-07-24 18:31:43+00:00,,,
2576,positive,2017-07-24 18:03:56+00:00,,,
2577,neutral,2017-07-24 18:01:58+00:00,,,
2578,neutral,2017-07-24 17:12:09+00:00,,,
2579,positive,2017-07-24 15:33:43+00:00,,,
2580,neutral,2017-07-24 14:51:44+00:00,,,
2581,positive,2017-07-24 13:36:36+00:00,,,
2582,positive,2017-07-24 10:20:46+00:00,,,
2583,positive,2017-07-24 09:23:29+00:00,,,
2584,positive,2017-07-24 08:25:00+00:00,,,
2585,positive,2017-07-24 08:19:34+00:00,,,
2586,positive,2017-07-24 08:18:23+00:00,,,
2587,positive,2017-07-24 07:42:20+00:00,,,
2588,negative,2017-07-24 04:01:04+00:00,,,
2589,positive,2017-07-24 03:26:52+00:00,,,
2590,positive,2017-07-24 03:02:28+00:00,,,
2591,negative,2017-07-24 02:46:15+00:00,,,
2592,positive,2017-07-24 02:17:41+00:00,,,
2593,positive,2017-07-24 00:01:14+00:00,,,
2594,neutral,2017-07-23 18:55:57+00:00,,,
2595,positive,2017-07-23 17:25:53+00:00,,,
2596,negative,2017-07-23 13:02:55+00:00,,,
2597,neutral,2017-07-23 08:26:14+00:00,,,
2598,positive,2017-07-23 06:43:15+00:00,,,
2599,neutral,2017-07-23 04:46:07+00:00,,,
2600,positive,2017-07-23 01:41:33+00:00,,,
2601,positive,2017-07-22 20:10:37+00:00,,,
2602,positive,2017-07-22 17:42:12+00:00,,,
2603,positive,2017-07-22 15:45:50+00:00,,,
2604,positive,2017-07-21 23:13:12+00:00,,,
2605,positive,2017-07-21 21:30:51+00:00,,,
2606,positive,2017-07-21 20:42:21+00:00,,,
2607,positive,2017-07-21 20:06:21+00:00,,,
2608,positive,2017-07-21 19:11:18+00:00,,,
2609,positive,2017-07-21 19:06:23+00:00,,,
2610,positive,2017-07-21 18:49:59+00:00,,,
2611,positive,2017-07-21 18:42:22+00:00,,,
2612,positive,2017-07-21 18:27:30+00:00,,,
2613,positive,2017-07-21 17:52:46+00:00,,,
2614,positive,2017-07-21 16:38:06+00:00,,,
2615,positive,2017-07-21 15:40:07+00:00,,,
2616,neutral,2017-07-21 15:33:11+00:00,,,
2617,positive,2017-07-21 14:28:19+00:00,,,
2618,neutral,2017-07-21 14:02:48+00:00,,,
2619,positive,2017-07-21 13:53:19+00:00,,,
2620,positive,2017-07-21 09:48:50+00:00,,,
2621,positive,2017-07-21 06:26:16+00:00,,,
2622,positive,2017-07-21 03:09:06+00:00,,,
2623,positive,2017-07-21 02:46:21+00:00,,,
2624,neutral,2017-07-21 00:57:09+00:00,,,
2625,positive,2017-07-20 22:25:55+00:00,,,
2626,negative,2017-07-20 21:38:12+00:00,,,
2627,neutral,2017-07-20 21:33:33+00:00,,,
2628,positive,2017-07-20 21:33:09+00:00,,,
2629,negative,2017-07-20 21:01:16+00:00,,,
2630,negative,2017-07-20 20:37:20+00:00,,,
2631,positive,2017-07-20 20:08:26+00:00,,,
2632,positive,2017-07-20 20:01:46+00:00,,,
2633,positive,2017-07-20 18:16:36+00:00,,,
2634,positive,2017-07-20 18:16:13+00:00,,,
2635,positive,2017-07-20 18:04:10+00:00,,,
2636,negative,2017-07-20 17:31:48+00:00,,,
2637,negative,2017-07-20 16:30:22+00:00,,,
2638,negative,2017-07-20 16:06:57+00:00,,,
2639,positive,2017-07-20 15:45:35+00:00,,,
2640,positive,2017-07-20 15:23:07+00:00,,,
2641,positive,2017-07-20 14:49:57+00:00,,,
2642,neutral,2017-07-20 14:37:33+00:00,,,
2643,positive,2017-07-20 14:01:24+00:00,,,
2644,positive,2017-07-20 13:44:48+00:00,,,
2645,positive,2017-07-20 13:44:48+00:00,,,
2646,positive,2017-07-20 13:24:57+00:00,,,
2647,neutral,2017-07-20 13:12:50+00:00,,,
2648,positive,2017-07-20 12:38:27+00:00,,,
2649,positive,2017-07-20 12:36:18+00:00,,,
2650,positive,2017-07-20 12:33:37+00:00,,,
2651,positive,2017-07-20 11:55:45+00:00,,,
2652,positive,2017-07-20 09:45:25+00:00,,,
2653,neutral,2017-07-20 09:37:55+00:00,,,
2654,neutral,2017-07-20 06:39:52+00:00,,,
2655,positive,2017-07-20 06:05:33+00:00,,,
2656,negative,2017-07-20 04:09:17+00:00,,,
2657,positive,2017-07-19 23:51:14+00:00,,,
2658,positive,2017-07-19 23:50:37+00:00,,,
2659,positive,2017-07-19 22:47:02+00:00,,,
2660,neutral,2017-07-19 22:12:31+00:00,,,
2661,positive,2017-07-19 21:46:24+00:00,,,
2662,positive,2017-07-19 21:45:16+00:00,,,
2663,neutral,2017-07-19 20:00:15+00:00,,,
2664,positive,2017-07-19 19:48:16+00:00,,,
2665,positive,2017-07-19 19:05:50+00:00,,,
2666,positive,2017-07-19 18:45:07+00:00,,,
2667,positive,2017-07-19 18:30:06+00:00,,,
2668,positive,2017-07-19 18:26:08+00:00,,,
2669,positive,2017-07-19 18:06:10+00:00,,,
2670,positive,2017-07-19 17:58:42+00:00,,,
2671,negative,2017-07-19 17:55:11+00:00,,,
2672,negative,2017-07-19 17:22:46+00:00,,,
2673,negative,2017-07-19 17:10:11+00:00,,,
2674,neutral,2017-07-19 16:45:11+00:00,,,
2675,negative,2017-07-19 16:27:19+00:00,,,
2676,positive,2017-07-19 16:25:46+00:00,,,
2677,positive,2017-07-19 16:20:59+00:00,,,
2678,positive,2017-07-19 16:19:28+00:00,,,
2679,positive,2017-07-19 15:42:41+00:00,,,
2680,negative,2017-07-19 14:30:27+00:00,,,
2681,positive,2017-07-19 14:25:26+00:00,,,
2682,positive,2017-07-19 13:51:37+00:00,,,
2683,negative,2017-07-19 13:01:18+00:00,,,
2684,positive,2017-07-19 11:25:59+00:00,,,
2685,negative,2017-07-19 06:27:02+00:00,,,
2686,positive,2017-07-19 04:42:12+00:00,,,
2687,positive,2017-07-19 04:23:15+00:00,,,
2688,positive,2017-07-19 04:02:53+00:00,,,
2689,negative,2017-07-19 03:25:32+00:00,,,
2690,positive,2017-07-19 02:01:47+00:00,,,
2691,positive,2017-07-19 01:59:23+00:00,,,
2692,positive,2017-07-18 22:34:27+00:00,,,
2693,positive,2017-07-18 22:15:10+00:00,,,
2694,negative,2017-07-18 22:03:04+00:00,,,
2695,negative,2017-07-18 21:08:00+00:00,,,
2696,positive,2017-07-18 21:07:16+00:00,,,
2697,positive,2017-07-18 20:52:09+00:00,,,
2698,positive,2017-07-18 20:31:05+00:00,,,
2699,positive,2017-07-18 20:19:39+00:00,,,
2700,positive,2017-07-18 20:02:15+00:00,,,
2701,positive,2017-07-18 19:55:13+00:00,,,
2702,neutral,2017-07-18 19:47:50+00:00,,,
2703,neutral,2017-07-18 19:04:52+00:00,,,
2704,neutral,2017-07-18 18:48:29+00:00,,,
2705,positive,2017-07-18 18:33:47+00:00,,,
2706,positive,2017-07-18 18:07:25+00:00,,,
2707,positive,2017-07-18 18:06:35+00:00,,,
